"zip","name","empflag","emp_nf","emp","qp1_nf","qp1","ap_nf","ap","est","city","stabbr","cty_name"
"17814","BENTON, PA",,"H",815,"H",5695,"H",22831,90,"BENTON","PA","COLUMBIA"
"17815","BLOOMSBURG, PA",,"G",13675,"G",106984,"G",442265,735,"BLOOMSBURG","PA","COLUMBIA"
"17820","CATAWISSA, PA",,"G",339,"G",1778,"G",8199,55,"CATAWISSA","PA","COLUMBIA"
"17821","DANVILLE, PA",,"G",5153,"G",42845,"G",169445,350,"DANVILLE","PA","MONTOUR"
"17822","DANVILLE, PA","I","D",0,"D",0,"D",0,88,"DANVILLE","PA","MONTOUR"
"17823","DORNSIFE, PA","C","S",0,"H",700,"H",2599,19,"DORNSIFE","PA","NORTHUMBERLAND"
"17824","ELYSBURG, PA",,"H",888,"H",5523,"H",36688,87,"ELYSBURG","PA","NORTHUMBERLAND"
"17827","FREEBURG, PA",,"G",60,"G",389,"G",1510,8,"FREEBURG","PA","SNYDER"
"17829","HARTLETON, PA",,"G",15,"G",81,"G",364,4,"HARTLETON","PA","UNION"
"17830","HERNDON, PA",,"G",366,"G",2562,"G",12289,63,"HERNDON","PA","NORTHUMBERLAND"
"17831","HUMMELS WHARF, PA",,"H",581,"H",4358,"H",20507,20,"HUMMELS WHARF","PA","SNYDER"
"17832","MARION HEIGHTS, PA","B","S",0,"S",0,"H",5327,8,"MARION HEIGHTS","PA","NORTHUMBERLAND"
"17833","KREAMER, PA","G","D",0,"D",0,"D",0,13,"KREAMER","PA","SNYDER"
"17834","KULPMONT, PA","E","S",0,"H",2041,"H",9133,54,"KULPMONT","PA","NORTHUMBERLAND"
"17835","LAURELTON, PA",,"G",17,"G",52,"G",229,4,"LAURELTON","PA","UNION"
"17836","LECK KILL, PA",,"G",10,"G",62,"G",269,3,"LECK KILL","PA","NORTHUMBERLAND"
"17837","LEWISBURG, PA",,"H",11382,"H",86428,"H",363046,513,"LEWISBURG","PA","UNION"
"17839","LIGHTSTREET, PA","B","D",0,"D",0,"D",0,2,"LIGHTSTREET","PA","COLUMBIA"
"17840","LOCUST GAP, PA","C","D",0,"D",0,"D",0,4,"LOCUST GAP","PA","NORTHUMBERLAND"
"17841","MC CLURE, PA",,"G",223,"G",1562,"G",7759,39,"MC CLURE","PA","MIFFLIN"
"17842","MIDDLEBURG, PA",,"G",1477,"G",10214,"G",47046,133,"MIDDLEBURG","PA","SNYDER"
"17844","MIFFLINBURG, PA",,"G",1799,"G",11352,"G",51254,213,"MIFFLINBURG","PA","UNION"
"17845","MILLMONT, PA",,"H",177,"G",756,"G",3368,28,"MILLMONT","PA","UNION"
"17846","MILLVILLE, PA",,"G",547,"G",3510,"G",14726,64,"MILLVILLE","PA","COLUMBIA"
"17847","MILTON, PA",,"H",4885,"H",42290,"H",170877,255,"MILTON","PA","NORTHUMBERLAND"
"17850","MONTANDON, PA","C","D",0,"D",0,"D",0,9,"MONTANDON","PA","NORTHUMBERLAND"
"17851","MOUNT CARMEL, PA",,"G",1329,"G",8638,"G",35816,131,"MOUNT CARMEL","PA","NORTHUMBERLAND"
"17853","MOUNT PLEASANT MILLS, PA",,"G",400,"G",2595,"G",11490,55,"MOUNT PLEASANT MILLS","PA","SNYDER"
"17855","NEW BERLIN, PA",,"G",144,"G",968,"G",4062,21,"NEW BERLIN","PA","UNION"
"17856","NEW COLUMBIA, PA",,"G",794,"G",7878,"G",33638,44,"NEW COLUMBIA","PA","UNION"
"17857","NORTHUMBERLAND, PA",,"G",2895,"G",22740,"G",105363,155,"NORTHUMBERLAND","PA","NORTHUMBERLAND"
"17858","NUMIDIA, PA","B","D",0,"D",0,"D",0,4,"NUMIDIA","PA","COLUMBIA"
"17859","ORANGEVILLE, PA",,"G",460,"G",2877,"G",11558,48,"ORANGEVILLE","PA","COLUMBIA"
"17860","PAXINOS, PA",,"G",553,"G",4694,"G",18647,53,"PAXINOS","PA","NORTHUMBERLAND"
"17861","PAXTONVILLE, PA",,"H",67,"H",563,"H",2492,5,"PAXTONVILLE","PA","SNYDER"
"17862","PENNS CREEK, PA","C","D",0,"D",0,"D",0,7,"PENNS CREEK","PA","SNYDER"
"17864","PORT TREVORTON, PA",,"G",201,"H",1098,"H",5318,30,"PORT TREVORTON","PA","SNYDER"
"17865","POTTS GROVE, PA","A","D",0,"D",0,"D",0,2,"POTTS GROVE","PA","NORTHUMBERLAND"
"17866","COAL TOWNSHIP, PA",,"G",2161,"G",16178,"G",73882,95,"COAL TOWNSHIP","PA","NORTHUMBERLAND"
"17867","REBUCK, PA","A","D",0,"D",0,"D",0,2,"REBUCK","PA","NORTHUMBERLAND"
"17868","RIVERSIDE, PA","E","D",0,"D",0,"D",0,12,"RIVERSIDE","PA","NORTHUMBERLAND"
"17870","SELINSGROVE, PA",,"H",7639,"H",43862,"H",179903,405,"SELINSGROVE","PA","SNYDER"
"17872","SHAMOKIN, PA",,"G",1857,"G",9575,"G",39703,193,"SHAMOKIN","PA","NORTHUMBERLAND"
"17876","SHAMOKIN DAM, PA",,"G",991,"G",3954,"G",17177,82,"SHAMOKIN DAM","PA","SNYDER"
"17877","SNYDERTOWN, PA","A","D",0,"D",0,"D",0,2,"SNYDERTOWN","PA","NORTHUMBERLAND"
"17878","STILLWATER, PA",,"G",173,"G",869,"G",4111,25,"STILLWATER","PA","COLUMBIA"
"17880","SWENGEL, PA","A","D",0,"D",0,"D",0,1,"SWENGEL","PA","UNION"
"17881","TREVORTON, PA",,"G",39,"G",150,"G",634,13,"TREVORTON","PA","NORTHUMBERLAND"
"17883","VICKSBURG, PA",,"G",5,"G",47,"G",191,3,"VICKSBURG","PA","UNION"
"17884","WASHINGTONVILLE, PA","E","D",0,"D",0,"D",0,6,"WASHINGTONVILLE","PA","MONTOUR"
"17885","WEIKERT, PA","A","D",0,"D",0,"D",0,1,"WEIKERT","PA","UNION"
"17886","WEST MILTON, PA",,"H",158,"G",1401,"G",6190,9,"WEST MILTON","PA","UNION"
"17887","WHITE DEER, PA","B","D",0,"D",0,"D",0,8,"WHITE DEER","PA","UNION"
"17888","WILBURTON, PA","A","D",0,"D",0,"D",0,1,"WILBURTON","PA","COLUMBIA"
"17889","WINFIELD, PA",,"G",227,"G",2336,"G",9652,36,"WINFIELD","PA","UNION"
"17901","POTTSVILLE, PA",,"G",13375,"H",113188,"H",481289,650,"POTTSVILLE","PA","SCHUYLKILL"
"17920","ARISTES, PA","A","D",0,"D",0,"D",0,1,"ARISTES","PA","COLUMBIA"
"17921","ASHLAND, PA",,"G",1422,"G",11829,"G",43992,118,"ASHLAND","PA","SCHUYLKILL"
"17922","AUBURN, PA",,"G",335,"G",3307,"G",14364,49,"AUBURN","PA","SCHUYLKILL"
"17923","BRANCHDALE, PA",,"G",25,"G",82,"G",349,3,"BRANCHDALE","PA","SCHUYLKILL"
"17925","BROCKTON, PA","B","D",0,"D",0,"D",0,1,"BROCKTON","PA","SCHUYLKILL"
"17929","CRESSONA, PA","G","D",0,"D",0,"D",0,34,"CRESSONA","PA","SCHUYLKILL"
"17930","CUMBOLA, PA","A","D",0,"D",0,"D",0,7,"CUMBOLA","PA","SCHUYLKILL"
"17931","FRACKVILLE, PA",,"H",2516,"G",15845,"G",66753,177,"FRACKVILLE","PA","SCHUYLKILL"
"17933","FRIEDENSBURG, PA",,"G",103,"G",415,"G",2038,12,"FRIEDENSBURG","PA","SCHUYLKILL"
"17934","GILBERTON, PA",,"G",14,"G",133,"G",738,4,"GILBERTON","PA","SCHUYLKILL"
"17935","GIRARDVILLE, PA",,"H",88,"H",1145,"H",4512,12,"GIRARDVILLE","PA","SCHUYLKILL"
"17936","GORDON, PA","C","D",0,"D",0,"D",0,6,"GORDON","PA","SCHUYLKILL"
"17938","HEGINS, PA",,"G",426,"G",3540,"G",14336,50,"HEGINS","PA","SCHUYLKILL"
"17941","KLINGERSTOWN, PA",,"G",416,"G",3383,"G",12803,15,"KLINGERSTOWN","PA","SCHUYLKILL"
"17943","LAVELLE, PA",,"G",18,"G",58,"G",177,7,"LAVELLE","PA","SCHUYLKILL"
"17944","LLEWELLYN, PA","A","D",0,"D",0,"D",0,4,"LLEWELLYN","PA","SCHUYLKILL"
"17945","LOCUSTDALE, PA","A","D",0,"D",0,"D",0,1,"LOCUSTDALE","PA","SCHUYLKILL"
"17948","MAHANOY CITY, PA",,"H",402,"H",4042,"H",16381,56,"MAHANOY CITY","PA","SCHUYLKILL"
"17949","MAHANOY PLANE, PA","A","D",0,"D",0,"D",0,1,"MAHANOY PLANE","PA","SCHUYLKILL"
"17951","MAR LIN, PA","C","D",0,"D",0,"D",0,5,"MAR LIN","PA","SCHUYLKILL"
"17952","MARY D, PA","A","D",0,"D",0,"D",0,2,"MARY D","PA","SCHUYLKILL"
"17953","MIDDLEPORT, PA","B","S",0,"H",171,"H",806,6,"MIDDLEPORT","PA","SCHUYLKILL"
"17954","MINERSVILLE, PA",,"H",1467,"H",10521,"H",39903,86,"MINERSVILLE","PA","SCHUYLKILL"
"17957","MUIR, PA","A","D",0,"D",0,"D",0,2,"MUIR","PA","SCHUYLKILL"
"17959","NEW PHILADELPHIA, PA",,"G",94,"G",503,"G",2288,14,"NEW PHILADELPHIA","PA","SCHUYLKILL"
"17960","NEW RINGGOLD, PA",,"G",399,"G",2567,"G",11070,47,"NEW RINGGOLD","PA","SCHUYLKILL"
"17961","ORWIGSBURG, PA",,"G",2562,"G",20457,"G",85002,188,"ORWIGSBURG","PA","SCHUYLKILL"
"17963","PINE GROVE, PA",,"G",2060,"H",12735,"H",53561,169,"PINE GROVE","PA","SCHUYLKILL"
"17964","PITMAN, PA",,"G",80,"G",444,"G",2011,9,"PITMAN","PA","SCHUYLKILL"
"17965","PORT CARBON, PA","B","S",0,"H",632,"H",2684,20,"PORT CARBON","PA","SCHUYLKILL"
"17967","RINGTOWN, PA",,"H",440,"H",3047,"H",13354,29,"RINGTOWN","PA","SCHUYLKILL"
"17968","SACRAMENTO, PA","B","D",0,"D",0,"D",0,10,"SACRAMENTO","PA","SCHUYLKILL"
"17970","SAINT CLAIR, PA",,"H",1220,"H",8857,"H",38334,71,"SAINT CLAIR","PA","SCHUYLKILL"
"17972","SCHUYLKILL HAVEN, PA",,"G",2960,"H",24301,"G",98046,276,"SCHUYLKILL HAVEN","PA","SCHUYLKILL"
"17974","SELTZER, PA","A","D",0,"D",0,"D",0,1,"SELTZER","PA","SCHUYLKILL"
"17976","SHENANDOAH, PA",,"G",1120,"G",9110,"G",35531,94,"SHENANDOAH","PA","SCHUYLKILL"
"17978","SPRING GLEN, PA",,"G",54,"G",451,"G",1808,11,"SPRING GLEN","PA","SCHUYLKILL"
"17979","SUMMIT STATION, PA","B","S",0,"H",429,"H",1889,4,"SUMMIT STATION","PA","SCHUYLKILL"
"17980","TOWER CITY, PA",,"G",301,"G",1984,"G",7622,55,"TOWER CITY","PA","SCHUYLKILL"
"17981","TREMONT, PA",,"G",1025,"G",8089,"G",33717,45,"TREMONT","PA","SCHUYLKILL"
"17982","TUSCARORA, PA",,"G",27,"G",131,"G",758,5,"TUSCARORA","PA","SCHUYLKILL"
"17983","VALLEY VIEW, PA",,"G",284,"G",1943,"G",7154,41,"VALLEY VIEW","PA","SCHUYLKILL"
"17985","ZION GROVE, PA","B","S",0,"H",358,"H",1714,13,"ZION GROVE","PA","SCHUYLKILL"
"18001","LEHIGH VALLEY, PA","C","D",0,"D",0,"D",0,3,"LEHIGH VALLEY","PA","NORTHAMPTON"
"18002","LEHIGH VALLEY, PA",,"G",1836,"G",23661,"G",124132,11,"LEHIGH VALLEY","PA","NORTHAMPTON"
"18003","LEHIGH VALLEY, PA","A","D",0,"D",0,"D",0,1,"LEHIGH VALLEY","PA","NORTHAMPTON"
"18010","ACKERMANVILLE, PA","B","D",0,"D",0,"D",0,3,"ACKERMANVILLE","PA","NORTHAMPTON"
"18011","ALBURTIS, PA",,"H",531,"H",5632,"H",21484,54,"ALBURTIS","PA","LEHIGH"
"18013","BANGOR, PA",,"G",2262,"G",18647,"G",79462,312,"BANGOR","PA","NORTHAMPTON"
"18014","BATH, PA",,"G",2259,"G",20006,"G",85906,264,"BATH","PA","NORTHAMPTON"
"18015","BETHLEHEM, PA",,"G",16059,"G",194043,"G",777968,547,"BETHLEHEM","PA","NORTHAMPTON"
"18016","BETHLEHEM, PA","E","D",0,"D",0,"D",0,18,"BETHLEHEM","PA","NORTHAMPTON"
"18017","BETHLEHEM, PA",,"G",24451,"G",282600,"G",1140617,929,"BETHLEHEM","PA","NORTHAMPTON"
"18018","BETHLEHEM, PA",,"G",11552,"G",106524,"G",424081,804,"BETHLEHEM","PA","NORTHAMPTON"
"18020","BETHLEHEM, PA",,"G",8878,"G",83023,"G",338539,461,"BETHLEHEM","PA","NORTHAMPTON"
"18025","BETHLEHEM, PA","B","D",0,"D",0,"D",0,2,"BETHLEHEM","PA","LEHIGH"
"18030","BOWMANSTOWN, PA",,"G",74,"G",480,"G",1717,10,"BOWMANSTOWN","PA","CARBON"
"18031","BREINIGSVILLE, PA",,"G",8077,"G",85485,"G",351395,163,"BREINIGSVILLE","PA","LEHIGH"
"18032","CATASAUQUA, PA",,"G",786,"G",5144,"G",23159,112,"CATASAUQUA","PA","LEHIGH"
"18034","CENTER VALLEY, PA",,"G",7034,"G",111915,"G",446255,238,"CENTER VALLEY","PA","LEHIGH"
"18035","CHERRYVILLE, PA",,"H",132,"H",606,"H",2764,15,"CHERRYVILLE","PA","NORTHAMPTON"
"18036","COOPERSBURG, PA",,"G",3396,"G",40153,"G",170714,259,"COOPERSBURG","PA","LEHIGH"
"18037","COPLAY, PA",,"H",937,"H",6710,"H",30299,117,"COPLAY","PA","LEHIGH"
"18038","DANIELSVILLE, PA",,"G",281,"S",0,"H",8056,35,"DANIELSVILLE","PA","NORTHAMPTON"
"18039","DURHAM, PA","B","D",0,"D",0,"D",0,5,"DURHAM","PA","BUCKS"
"18040","EASTON, PA",,"H",3998,"H",40675,"H",161391,225,"EASTON","PA","NORTHAMPTON"
"18041","EAST GREENVILLE, PA",,"G",3753,"G",55354,"G",193853,133,"EAST GREENVILLE","PA","MONTGOMERY"
"18042","EASTON, PA",,"H",13493,"H",138095,"H",542424,848,"EASTON","PA","NORTHAMPTON"
"18043","EASTON, PA",,"G",169,"G",3216,"G",12956,18,"EASTON","PA","NORTHAMPTON"
"18044","EASTON, PA",,"G",788,"G",9474,"G",39119,19,"EASTON","PA","NORTHAMPTON"
"18045","EASTON, PA",,"G",12375,"G",90063,"G",393141,662,"EASTON","PA","NORTHAMPTON"
"18046","EAST TEXAS, PA","E","D",0,"D",0,"D",0,11,"EAST TEXAS","PA","LEHIGH"
"18049","EMMAUS, PA",,"G",4047,"G",33036,"G",141012,448,"EMMAUS","PA","LEHIGH"
"18050","FLICKSVILLE, PA","A","D",0,"D",0,"D",0,1,"FLICKSVILLE","PA","NORTHAMPTON"
"18051","FOGELSVILLE, PA",,"G",1289,"H",10730,"H",46448,84,"FOGELSVILLE","PA","LEHIGH"
"18052","WHITEHALL, PA",,"G",11888,"G",70798,"G",290700,808,"WHITEHALL","PA","LEHIGH"
"18053","GERMANSVILLE, PA",,"H",130,"G",640,"G",2656,26,"GERMANSVILLE","PA","LEHIGH"
"18054","GREEN LANE, PA",,"G",500,"G",4361,"G",18962,85,"GREEN LANE","PA","MONTGOMERY"
"18055","HELLERTOWN, PA",,"G",1834,"G",11201,"G",52019,233,"HELLERTOWN","PA","NORTHAMPTON"
"18056","HEREFORD, PA",,"H",39,"H",214,"H",1163,10,"HEREFORD","PA","BERKS"
"18058","KUNKLETOWN, PA",,"H",333,"G",1764,"G",8101,82,"KUNKLETOWN","PA","MONROE"
"18059","LAURYS STATION, PA",,"H",116,"H",1379,"H",5360,19,"LAURYS STATION","PA","LEHIGH"
"18060","LIMEPORT, PA","C","D",0,"D",0,"D",0,6,"LIMEPORT","PA","LEHIGH"
"18062","MACUNGIE, PA",,"H",4950,"H",49127,"H",193537,272,"MACUNGIE","PA","LEHIGH"
"18063","MARTINS CREEK, PA",,"H",197,"H",2212,"H",8537,25,"MARTINS CREEK","PA","NORTHAMPTON"
"18064","NAZARETH, PA",,"G",5354,"G",47736,"G",213375,475,"NAZARETH","PA","NORTHAMPTON"
"18065","NEFFS, PA",,"H",112,"H",785,"H",3215,14,"NEFFS","PA","LEHIGH"
"18066","NEW TRIPOLI, PA",,"H",627,"H",3600,"H",16824,113,"NEW TRIPOLI","PA","LEHIGH"
"18067","NORTHAMPTON, PA",,"G",2661,"G",22429,"G",95154,274,"NORTHAMPTON","PA","NORTHAMPTON"
"18068","OLD ZIONSVILLE, PA",,"G",21,"G",70,"G",290,4,"OLD ZIONSVILLE","PA","LEHIGH"
"18069","OREFIELD, PA",,"G",1638,"G",12566,"G",53824,138,"OREFIELD","PA","LEHIGH"
"18070","PALM, PA",,"G",110,"G",1013,"G",4040,17,"PALM","PA","MONTGOMERY"
"18071","PALMERTON, PA",,"G",3647,"G",21921,"G",90942,198,"PALMERTON","PA","CARBON"
"18072","PEN ARGYL, PA",,"G",1644,"G",11943,"G",47990,136,"PEN ARGYL","PA","NORTHAMPTON"
"18073","PENNSBURG, PA",,"G",2168,"G",17062,"G",74099,184,"PENNSBURG","PA","MONTGOMERY"
"18074","PERKIOMENVILLE, PA",,"G",295,"G",2223,"G",10083,76,"PERKIOMENVILLE","PA","MONTGOMERY"
"18076","RED HILL, PA",,"G",646,"G",6790,"G",26375,47,"RED HILL","PA","MONTGOMERY"
"18077","RIEGELSVILLE, PA",,"G",245,"G",1891,"G",7797,48,"RIEGELSVILLE","PA","BUCKS"
"18078","SCHNECKSVILLE, PA",,"G",1416,"G",10387,"G",45724,151,"SCHNECKSVILLE","PA","LEHIGH"
"18079","SLATEDALE, PA","A","D",0,"D",0,"D",0,4,"SLATEDALE","PA","LEHIGH"
"18080","SLATINGTON, PA",,"G",704,"G",4817,"G",21291,159,"SLATINGTON","PA","LEHIGH"
"18081","SPRINGTOWN, PA",,"G",49,"G",358,"G",1678,12,"SPRINGTOWN","PA","BUCKS"
"18083","STOCKERTOWN, PA",,"H",415,"H",5250,"H",21945,24,"STOCKERTOWN","PA","NORTHAMPTON"
"18084","SUMNEYTOWN, PA",,"G",72,"G",484,"G",2233,15,"SUMNEYTOWN","PA","MONTGOMERY"
"18085","TATAMY, PA",,"G",126,"H",1138,"H",5206,13,"TATAMY","PA","NORTHAMPTON"
"18086","TREICHLERS, PA",,"G",22,"H",219,"H",663,4,"TREICHLERS","PA","NORTHAMPTON"
"18087","TREXLERTOWN, PA",,"H",1496,"H",8438,"H",34031,85,"TREXLERTOWN","PA","LEHIGH"
"18088","WALNUTPORT, PA",,"G",1310,"G",7149,"G",32516,163,"WALNUTPORT","PA","NORTHAMPTON"
"18091","WIND GAP, PA",,"H",1689,"G",11448,"G",50284,185,"WIND GAP","PA","NORTHAMPTON"
"18092","ZIONSVILLE, PA",,"G",176,"G",1242,"G",5738,52,"ZIONSVILLE","PA","LEHIGH"
"18098","EMMAUS, PA","F","D",0,"D",0,"D",0,3,"EMMAUS","PA","LEHIGH"
"18101","ALLENTOWN, PA",,"G",4775,"G",102629,"G",356132,280,"ALLENTOWN","PA","LEHIGH"
"18102","ALLENTOWN, PA",,"G",7211,"G",60276,"H",257978,678,"ALLENTOWN","PA","LEHIGH"
"18103","ALLENTOWN, PA",,"H",30477,"H",267669,"H",1164027,1027,"ALLENTOWN","PA","LEHIGH"
"18104","ALLENTOWN, PA",,"G",21118,"G",220850,"G",927115,1163,"ALLENTOWN","PA","LEHIGH"
"18105","ALLENTOWN, PA",,"G",1538,"G",17641,"G",71546,43,"ALLENTOWN","PA","LEHIGH"
"18106","ALLENTOWN, PA",,"G",12551,"G",155582,"G",624669,587,"ALLENTOWN","PA","LEHIGH"
"18109","ALLENTOWN, PA",,"G",14319,"G",184626,"G",741755,698,"ALLENTOWN","PA","LEHIGH"
"18195","ALLENTOWN, PA",,"G",5518,"G",148805,"G",701156,55,"ALLENTOWN","PA","LEHIGH"
"18201","HAZLETON, PA",,"G",13018,"G",105098,"G",435493,701,"HAZLETON","PA","LUZERNE"
"18202","HAZLETON, PA",,"G",10679,"G",87829,"G",370179,354,"HAZLETON","PA","LUZERNE"
"18210","ALBRIGHTSVILLE, PA",,"G",344,"G",1752,"G",7437,62,"ALBRIGHTSVILLE","PA","CARBON"
"18211","ANDREAS, PA",,"G",122,"G",708,"G",2877,24,"ANDREAS","PA","SCHUYLKILL"
"18212","ASHFIELD, PA","A","D",0,"D",0,"D",0,1,"ASHFIELD","PA","CARBON"
"18214","BARNESVILLE, PA","B","S",0,"H",348,"H",2027,17,"BARNESVILLE","PA","SCHUYLKILL"
"18216","BEAVER MEADOWS, PA",,"G",100,"G",369,"G",1578,15,"BEAVER MEADOWS","PA","CARBON"
"18218","COALDALE, PA","E","D",0,"D",0,"D",0,23,"COALDALE","PA","SCHUYLKILL"
"18219","CONYNGHAM, PA",,"G",157,"G",994,"G",4327,38,"CONYNGHAM","PA","LUZERNE"
"18220","DELANO, PA","E","D",0,"D",0,"D",0,8,"DELANO","PA","SCHUYLKILL"
"18221","DRIFTON, PA",,"G",22,"G",118,"G",445,4,"DRIFTON","PA","LUZERNE"
"18222","DRUMS, PA",,"G",1631,"G",11306,"G",42416,139,"DRUMS","PA","LUZERNE"
"18223","EBERVALE, PA","B","D",0,"D",0,"D",0,3,"EBERVALE","PA","LUZERNE"
"18224","FREELAND, PA",,"G",831,"G",5985,"G",25102,79,"FREELAND","PA","LUZERNE"
"18225","HARLEIGH, PA","A","D",0,"D",0,"D",0,2,"HARLEIGH","PA","LUZERNE"
"18229","JIM THORPE, PA",,"G",1128,"G",6651,"G",29722,170,"JIM THORPE","PA","CARBON"
"18231","KELAYRES, PA","B","D",0,"D",0,"D",0,2,"KELAYRES","PA","SCHUYLKILL"
"18232","LANSFORD, PA",,"G",279,"G",1521,"G",6303,43,"LANSFORD","PA","CARBON"
"18234","LATTIMER MINES, PA",,"G",24,"G",148,"G",429,4,"LATTIMER MINES","PA","LUZERNE"
"18235","LEHIGHTON, PA",,"G",5245,"G",33808,"G",144370,432,"LEHIGHTON","PA","CARBON"
"18237","MCADOO, PA",,"G",1039,"G",7512,"G",29150,49,"MCADOO","PA","SCHUYLKILL"
"18239","MILNESVILLE, PA",,"G",23,"G",135,"G",538,5,"MILNESVILLE","PA","LUZERNE"
"18240","NESQUEHONING, PA",,"H",1425,"G",15077,"G",58099,49,"NESQUEHONING","PA","CARBON"
"18241","NUREMBERG, PA",,"G",39,"G",323,"G",1239,13,"NUREMBERG","PA","SCHUYLKILL"
"18244","PARRYVILLE, PA",,"G",135,"G",509,"G",2476,6,"PARRYVILLE","PA","CARBON"
"18245","QUAKAKE, PA","A","D",0,"D",0,"D",0,1,"QUAKAKE","PA","SCHUYLKILL"
"18246","ROCK GLEN, PA","A","D",0,"D",0,"D",0,2,"ROCK GLEN","PA","LUZERNE"
"18247","SAINT JOHNS, PA","A","D",0,"D",0,"D",0,3,"SAINT JOHNS","PA","LUZERNE"
"18248","SHEPPTON, PA","B","D",0,"D",0,"D",0,5,"SHEPPTON","PA","SCHUYLKILL"
"18249","SUGARLOAF, PA",,"G",451,"G",2570,"G",11648,76,"SUGARLOAF","PA","LUZERNE"
"18250","SUMMIT HILL, PA",,"H",124,"H",863,"H",3510,30,"SUMMIT HILL","PA","CARBON"
"18251","SYBERTSVILLE, PA","C","D",0,"D",0,"D",0,14,"SYBERTSVILLE","PA","LUZERNE"
"18252","TAMAQUA, PA",,"G",3584,"G",30260,"G",124741,279,"TAMAQUA","PA","SCHUYLKILL"
"18254","TRESCKOW, PA",,"H",68,"H",443,"H",1797,7,"TRESCKOW","PA","CARBON"
"18255","WEATHERLY, PA",,"G",353,"G",2230,"G",10911,55,"WEATHERLY","PA","CARBON"
"18256","WESTON, PA",,"G",21,"G",122,"G",499,6,"WESTON","PA","LUZERNE"
"18301","EAST STROUDSBURG, PA",,"G",8831,"G",77668,"G",325286,591,"EAST STROUDSBURG","PA","MONROE"
"18302","EAST STROUDSBURG, PA",,"G",737,"G",4093,"G",19174,108,"EAST STROUDSBURG","PA","MONROE"
"18320","ANALOMINK, PA","A","D",0,"D",0,"D",0,2,"ANALOMINK","PA","MONROE"
"18321","BARTONSVILLE, PA",,"H",1376,"G",7670,"G",32623,79,"BARTONSVILLE","PA","MONROE"
"18322","BRODHEADSVILLE, PA",,"G",1632,"G",9106,"G",38781,171,"BRODHEADSVILLE","PA","MONROE"
"18323","BUCK HILL FALLS, PA",,"G",100,"G",508,"G",2718,9,"BUCK HILL FALLS","PA","MONROE"
"18324","BUSHKILL, PA",,"H",713,"G",4130,"G",17241,44,"BUSHKILL","PA","PIKE"
"18325","CANADENSIS, PA",,"H",146,"H",889,"H",4315,34,"CANADENSIS","PA","MONROE"
"18326","CRESCO, PA","F","D",0,"D",0,"D",0,80,"CRESCO","PA","MONROE"
"18327","DELAWARE WATER GAP, PA",,"G",277,"H",2572,"H",10896,22,"DELAWARE WATER GAP","PA","MONROE"
"18328","DINGMANS FERRY, PA",,"G",408,"G",2182,"G",10426,96,"DINGMANS FERRY","PA","PIKE"
"18330","EFFORT, PA",,"G",464,"G",3045,"G",12633,74,"EFFORT","PA","MONROE"
"18331","GILBERT, PA",,"G",192,"G",1124,"G",4951,32,"GILBERT","PA","MONROE"
"18332","HENRYVILLE, PA",,"G",166,"G",1008,"G",4892,24,"HENRYVILLE","PA","MONROE"
"18333","KRESGEVILLE, PA",,"G",215,"G",1274,"G",4988,30,"KRESGEVILLE","PA","MONROE"
"18334","LONG POND, PA",,"G",164,"G",1309,"G",5757,23,"LONG POND","PA","MONROE"
"18335","MARSHALLS CREEK, PA",,"G",343,"G",2265,"G",9141,45,"MARSHALLS CREEK","PA","MONROE"
"18336","MATAMORAS, PA",,"H",1213,"H",6299,"H",25995,93,"MATAMORAS","PA","PIKE"
"18337","MILFORD, PA",,"G",2677,"G",17107,"G",69944,299,"MILFORD","PA","PIKE"
"18340","MILLRIFT, PA","A","D",0,"D",0,"D",0,2,"MILLRIFT","PA","PIKE"
"18341","MINISINK HILLS, PA",,"G",12,"G",36,"G",183,3,"MINISINK HILLS","PA","MONROE"
"18342","MOUNTAINHOME, PA",,"G",268,"H",1890,"H",7782,28,"MOUNTAINHOME","PA","MONROE"
"18343","MOUNT BETHEL, PA",,"G",639,"H",6797,"H",31175,81,"MOUNT BETHEL","PA","NORTHAMPTON"
"18344","MOUNT POCONO, PA",,"G",3511,"G",24108,"G",100383,163,"MOUNT POCONO","PA","MONROE"
"18346","POCONO SUMMIT, PA",,"G",532,"G",5350,"G",21973,56,"POCONO SUMMIT","PA","MONROE"
"18347","POCONO LAKE, PA",,"H",357,"H",2051,"H",9511,46,"POCONO LAKE","PA","MONROE"
"18348","POCONO LAKE PRESERVE, PA","B","D",0,"D",0,"D",0,1,"POCONO LAKE PRESERVE","PA","MONROE"
"18349","POCONO MANOR, PA",,"G",19,"G",87,"G",615,4,"POCONO MANOR","PA","MONROE"
"18350","POCONO PINES, PA",,"G",377,"G",2454,"G",10707,43,"POCONO PINES","PA","MONROE"
"18351","PORTLAND, PA",,"G",206,"H",4150,"G",15194,13,"PORTLAND","PA","NORTHAMPTON"
"18352","REEDERS, PA",,"G",107,"G",472,"G",2597,17,"REEDERS","PA","MONROE"
"18353","SAYLORSBURG, PA",,"G",423,"G",3829,"G",14668,92,"SAYLORSBURG","PA","MONROE"
"18354","SCIOTA, PA",,"G",165,"G",880,"G",3065,32,"SCIOTA","PA","MONROE"
"18355","SCOTRUN, PA","F","D",0,"D",0,"D",0,33,"SCOTRUN","PA","MONROE"
